,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
3535,Hyundai i10,Hyundai,i10,6,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,260000
3536,Hyundai i10,Hyundai,i10,5,47000,Individual,Petrol,Manual,19.81,1086,68.05,5,370000
3537,Hyundai i10,Hyundai,i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,290000
3539,Hyundai i10,Hyundai,i10,6,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,330000
3541,Hyundai i10,Hyundai,i10,4,32000,Individual,Petrol,Manual,19.81,1086,68.05,5,410000
3542,Hyundai i10,Hyundai,i10,11,45415,Individual,Petrol,Manual,19.81,1086,68.05,5,195000
3543,Hyundai i10,Hyundai,i10,13,55000,Individual,Petrol,Manual,19.81,1086,68.05,5,100000
3544,Hyundai i10,Hyundai,i10,7,17800,Individual,Petrol,Manual,19.81,1086,68.05,5,325000
3545,Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000
3546,Hyundai i10,Hyundai,i10,5,10000,Individual,Petrol,Manual,19.81,1086,68.05,5,380000
3547,Hyundai i10,Hyundai,i10,8,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,289000
3549,Hyundai i10,Hyundai,i10,8,44000,Individual,Petrol,Manual,19.81,1086,68.05,5,230000
3550,Hyundai i10,Hyundai,i10,10,190000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000
3551,Hyundai i10,Hyundai,i10,6,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,305000
3553,Hyundai i10,Hyundai,i10,6,25000,Individual,Petrol,Manual,19.81,1086,68.05,5,323000
3554,Hyundai i10,Hyundai,i10,9,50000,Individual,Petrol,Manual,19.81,1086,68.05,5,230000
3555,Hyundai i10,Hyundai,i10,11,50000,Individual,Petrol,Manual,19.81,1086,68.05,5,215000
3557,Hyundai i10,Hyundai,i10,8,20000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000
3558,Hyundai i10,Hyundai,i10,10,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,300000
3559,Hyundai i10,Hyundai,i10,9,43940,Individual,Petrol,Manual,19.81,1086,68.05,5,245000
3561,Hyundai i10,Hyundai,i10,8,60000,Individual,Petrol,Manual,19.81,1086,68.05,5,230000
3562,Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,170000
3564,Hyundai i10,Hyundai,i10,13,124000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000
3565,Hyundai i10,Hyundai,i10,5,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,350000
3567,Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,170000
3568,Hyundai i10,Hyundai,i10,4,9000,Individual,Petrol,Manual,19.81,1086,68.05,5,375000
3569,Hyundai i10,Hyundai,i10,11,45000,Individual,Petrol,Manual,19.81,1086,68.05,5,155000
3570,Hyundai i10,Hyundai,i10,10,94000,Individual,Petrol,Manual,19.81,1086,68.05,5,222000
3572,Hyundai i10,Hyundai,i10,9,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,350000
3573,Hyundai i10,Hyundai,i10,5,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,350000
3574,Hyundai i10,Hyundai,i10,13,120000,Individual,Petrol,Manual,19.81,1086,68.05,5,105000
3575,Hyundai i10,Hyundai,i10,8,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,360000
3577,Hyundai i10,Hyundai,i10,12,100000,Individual,Petrol,Manual,19.81,1086,68.05,5,210000
3578,Hyundai i10,Hyundai,i10,7,32111,Trustmark Dealer,Petrol,Manual,19.81,1086,68.05,5,310000
3579,Hyundai i10,Hyundai,i10,6,27599,Trustmark Dealer,Petrol,Manual,19.81,1086,68.05,5,350000
3580,Hyundai Santro,Hyundai,Santro,2,4540,Dealer,Petrol,Automatic,20.3,1086,68.07,5,580000
3581,Hyundai Santro,Hyundai,Santro,2,11500,Dealer,Petrol,Manual,20.3,1086,68.07,5,530000
3582,Hyundai Santro,Hyundai,Santro,2,7000,Dealer,Petrol,Manual,20.3,1086,68.07,5,510000
3583,Hyundai Santro,Hyundai,Santro,3,4075,Dealer,Petrol,Automatic,20.3,1086,68.07,5,550000
3584,Hyundai Santro,Hyundai,Santro,2,25000,Dealer,Petrol,Automatic,20.3,1086,68.07,5,545000
3585,Hyundai Santro,Hyundai,Santro,1,8268,Dealer,Petrol,Manual,20.3,1086,68.07,5,445000
3586,Hyundai Santro,Hyundai,Santro,3,13447,Dealer,Petrol,Automatic,20.3,1086,68.07,5,490000
3587,Hyundai Santro,Hyundai,Santro,3,2925,Dealer,Petrol,Manual,20.3,1086,68.07,5,525000
3588,Hyundai Santro,Hyundai,Santro,2,6932,Dealer,Petrol,Automatic,20.3,1086,68.07,5,650000
3589,Hyundai Santro,Hyundai,Santro,1,1780,Individual,Petrol,Manual,20.3,1086,68.07,5,520000
3590,Hyundai Santro,Hyundai,Santro,1,3000,Individual,Petrol,Manual,20.3,1086,68.07,5,380000
3591,Hyundai Santro,Hyundai,Santro,1,1000,Individual,Petrol,Automatic,20.3,1086,68.07,5,550000
3592,Hyundai Santro,Hyundai,Santro,2,2565,Trustmark Dealer,Petrol,Automatic,20.3,1086,68.07,5,550000
3593,Ford Figo,Ford,Figo,8,44000,Dealer,Diesel,Manual,20,1399,68.1,5,235000
3595,Ford Figo,Ford,Figo,8,45000,Dealer,Diesel,Manual,20,1399,68.1,5,375000
3596,Ford Figo,Ford,Figo,8,43434,Individual,Diesel,Manual,20,1399,68.1,5,280000
3598,Ford Figo,Ford,Figo,8,145000,Individual,Diesel,Manual,20,1399,68.1,5,240000
3599,Ford Figo,Ford,Figo,8,100000,Individual,Diesel,Manual,20,1399,68.1,5,250000
3600,Ford Figo,Ford,Figo,8,55000,Individual,Diesel,Manual,20,1399,68.1,5,250000
3601,Ford Figo,Ford,Figo,8,120000,Individual,Diesel,Manual,20,1399,68.1,5,250000
3603,Ford Figo,Ford,Figo,8,70000,Individual,Diesel,Manual,20,1399,68.1,5,320000
3606,Ford Figo,Ford,Figo,8,120000,Individual,Diesel,Manual,20,1399,68.1,5,230000
3608,Ford Figo,Ford,Figo,8,125000,Individual,Diesel,Manual,20,1399,68.1,5,350000
3609,Ford Figo,Ford,Figo,8,57617,Individual,Diesel,Manual,20,1399,68.1,5,200000
3610,Ford Figo,Ford,Figo,8,80000,Individual,Diesel,Manual,20,1399,68.1,5,200000
3612,Ford Figo,Ford,Figo,8,95000,Individual,Diesel,Manual,20,1399,68.1,5,220000
3613,Ford Figo,Ford,Figo,8,60000,Individual,Diesel,Manual,20,1399,68.1,5,250000
3614,Hyundai i10,Hyundai,i10,9,69000,Dealer,LPG,Manual,19,1086,68.1,5,295000
3616,Hyundai i10,Hyundai,i10,8,60343,Dealer,LPG,Manual,19,1086,68.1,5,403000
3617,Hyundai i10,Hyundai,i10,9,70000,Dealer,LPG,Manual,19,1086,68.1,5,285000
3618,Hyundai i10,Hyundai,i10,5,44633,Dealer,Petrol,Manual,19.81,1086,68.1,5,450000
3619,Tata Tiago,Tata,Tiago,4,42000,Dealer,Diesel,Manual,27.28,1047,69,5,435000
3620,Tata Tiago,Tata,Tiago,4,22000,Dealer,Diesel,Manual,27.28,1047,69,5,475000
3621,Tata Tiago,Tata,Tiago,4,59000,Dealer,Diesel,Manual,27.28,1047,69,5,375000
3622,Tata Tiago,Tata,Tiago,3,42000,Dealer,Diesel,Manual,27.28,1047,69,5,495000
3623,Tata Tiago,Tata,Tiago,2,23296,Dealer,Diesel,Manual,27.28,1047,69,5,575000
3624,Tata Tiago,Tata,Tiago,4,28628,Dealer,Diesel,Manual,27.28,1047,69,5,590000
3627,Tata Tiago,Tata,Tiago,3,35093,Dealer,Diesel,Manual,27.28,1047,69,5,440000
3628,Tata Tiago,Tata,Tiago,4,35780,Dealer,Diesel,Manual,27.28,1047,69,5,350000
3629,Tata Tiago,Tata,Tiago,4,33000,Dealer,Diesel,Manual,27.28,1047,69,5,495000
3630,Tata Tiago,Tata,Tiago,4,39543,Dealer,Diesel,Manual,27.28,1047,69,5,485000
3631,Tata Tiago,Tata,Tiago,4,51171,Dealer,Diesel,Manual,27.28,1047,69,5,400000
3634,Tata Tiago,Tata,Tiago,4,36812,Dealer,Diesel,Manual,27.28,1047,69,5,545000
3635,Tata Tiago,Tata,Tiago,4,53000,Individual,Diesel,Manual,27.28,1047,69,5,370000
3636,Tata Tiago,Tata,Tiago,5,17500,Individual,Diesel,Manual,27.28,1047,69,5,400000
3637,Tata Tiago,Tata,Tiago,4,35000,Individual,Diesel,Manual,27.28,1047,69,5,450000
3638,Tata Tiago,Tata,Tiago,3,63000,Individual,Diesel,Manual,27.28,1047,69,5,380000
3639,Tata Tiago,Tata,Tiago,4,80000,Individual,Diesel,Manual,27.28,1047,69,5,400000
3640,Tata Tiago,Tata,Tiago,3,68000,Individual,Diesel,Manual,27.28,1047,69,5,381000
3641,Tata Tiago,Tata,Tiago,2,35000,Individual,Diesel,Manual,27.28,1047,69,5,550000
3642,Tata Tiago,Tata,Tiago,3,10000,Individual,Diesel,Manual,27.28,1047,69,5,500000
3643,Tata Tiago,Tata,Tiago,2,40000,Individual,Diesel,Manual,27.28,1047,69,5,665000
3644,Tata Tiago,Tata,Tiago,3,70000,Individual,Diesel,Manual,27.28,1047,69,5,410000
3645,Tata Tiago,Tata,Tiago,3,60000,Individual,Diesel,Manual,27.28,1047,69,5,425000
3646,Tata Tiago,Tata,Tiago,5,50500,Individual,Diesel,Manual,27.28,1047,69,5,380000
3647,Tata Tiago,Tata,Tiago,4,50000,Individual,Diesel,Manual,27.28,1047,69,5,450000
3648,Tata Tiago,Tata,Tiago,3,50000,Individual,Diesel,Manual,27.28,1047,69,5,450000
3649,Tata Tiago,Tata,Tiago,5,60000,Individual,Diesel,Manual,27.28,1047,69,5,400000
3650,Tata Tiago,Tata,Tiago,5,60000,Individual,Diesel,Manual,27.28,1047,69,5,330000
3651,Tata Tiago,Tata,Tiago,3,40000,Individual,Diesel,Manual,27.28,1047,69,5,350000
3652,Tata Tiago,Tata,Tiago,5,29200,Individual,Diesel,Manual,27.28,1047,69,5,320000
3653,Tata Tiago,Tata,Tiago,5,60000,Individual,Diesel,Manual,27.28,1047,69,5,400000
3654,Tata Tiago,Tata,Tiago,3,60000,Individual,Diesel,Manual,27.28,1047,69,5,375000
3655,Tata Tiago,Tata,Tiago,2,20000,Individual,Diesel,Manual,27.28,1047,69,5,500000
3656,Tata Tigor,Tata,Tigor,4,58000,Dealer,Diesel,Manual,24.7,1047,69,5,395000
3657,Tata Tigor,Tata,Tigor,4,24900,Dealer,Diesel,Manual,24.7,1047,69,5,675000
3658,Tata Tigor,Tata,Tigor,3,60204,Dealer,Diesel,Manual,24.7,1047,69,5,525000
3659,Tata Tigor,Tata,Tigor,2,40000,Dealer,Diesel,Manual,24.7,1047,69,5,529000
3661,Tata Tigor,Tata,Tigor,4,25000,Individual,Diesel,Manual,24.7,1047,69,5,600000
3662,Tata Tigor,Tata,Tigor,2,50000,Individual,Diesel,Manual,24.7,1047,69,5,400000
3665,Tata Tigor,Tata,Tigor,3,26000,Individual,Diesel,Manual,24.7,1047,69,5,680000
3666,Tata Tigor,Tata,Tigor,4,95000,Individual,Diesel,Manual,24.7,1047,69,5,600000
3668,Tata Tigor,Tata,Tigor,3,30000,Individual,Diesel,Manual,24.7,1047,69,5,700000
3670,Tata Tigor,Tata,Tigor,4,25000,Individual,Diesel,Manual,24.7,1047,69,5,550000
3671,Tata Tigor,Tata,Tigor,2,60000,Individual,Diesel,Manual,24.7,1047,69,5,700000
3672,Tata Tigor,Tata,Tigor,3,65000,Individual,Diesel,Manual,24.7,1047,69,5,600000
3673,Tata Tigor,Tata,Tigor,3,40000,Individual,Diesel,Manual,24.7,1047,69,5,650000
3675,Mahindra Bolero,Mahindra,Bolero,10,31000,Dealer,Diesel,Manual,16.5,1493,70,7,448000
3676,Mahindra Bolero,Mahindra,Bolero,7,45000,Dealer,Diesel,Manual,16.5,1493,70,7,635000
3677,Mahindra Bolero,Mahindra,Bolero,4,50000,Dealer,Diesel,Manual,16.5,1493,70,7,775000
3678,Mahindra Bolero,Mahindra,Bolero,4,59170,Dealer,Diesel,Manual,16.5,1493,70,7,595000
3680,Mahindra Bolero,Mahindra,Bolero,6,69666,Dealer,Diesel,Manual,16.5,1493,70,7,625000
3681,Mahindra Bolero,Mahindra,Bolero,5,64172,Dealer,Diesel,Manual,16.5,1493,70,7,690000
3682,Mahindra Bolero,Mahindra,Bolero,3,32525,Dealer,Diesel,Manual,16.5,1493,70,7,765000
3683,Mahindra Bolero,Mahindra,Bolero,2,37000,Dealer,Diesel,Manual,16.5,1493,70,7,950000
3684,Mahindra Bolero,Mahindra,Bolero,4,68000,Dealer,Diesel,Manual,16.5,1493,70,7,515000
3685,Mahindra Bolero,Mahindra,Bolero,3,50000,Individual,Diesel,Manual,16.5,1493,70,7,800000
3687,Mahindra Bolero,Mahindra,Bolero,2,35000,Individual,Diesel,Manual,16.5,1493,70,7,850000
3688,Mahindra Bolero,Mahindra,Bolero,3,70000,Individual,Diesel,Manual,16.5,1493,70,7,670000
3689,Mahindra Bolero,Mahindra,Bolero,5,80000,Individual,Diesel,Manual,16.5,1493,70,7,700000
3690,Mahindra Bolero,Mahindra,Bolero,4,60000,Individual,Diesel,Manual,16.5,1493,70,7,800000
3691,Mahindra Bolero,Mahindra,Bolero,1,40000,Individual,Diesel,Manual,16.5,1493,70,7,750000
3694,Mahindra Bolero,Mahindra,Bolero,4,70000,Individual,Diesel,Manual,16.5,1493,70,7,700000
3695,Mahindra Bolero,Mahindra,Bolero,4,70000,Individual,Diesel,Manual,16.5,1493,70,7,650000
3696,Mahindra Bolero,Mahindra,Bolero,4,84667,Individual,Diesel,Manual,16.5,1493,70,7,650000
3697,Mahindra Bolero,Mahindra,Bolero,4,100000,Individual,Diesel,Manual,16.5,1493,70,7,710000
3698,Mahindra Bolero,Mahindra,Bolero,3,35000,Individual,Diesel,Manual,16.5,1493,70,7,800000
3699,Mahindra Bolero,Mahindra,Bolero,5,35000,Individual,Diesel,Manual,16.5,1493,70,7,650000
3700,Mahindra Bolero,Mahindra,Bolero,4,57000,Individual,Diesel,Manual,16.5,1493,70,7,718000
3702,Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,16.5,1493,70,7,750000
3703,Mahindra Bolero,Mahindra,Bolero,1,30000,Individual,Diesel,Manual,16.5,1493,70,7,790000
3704,Mahindra Bolero,Mahindra,Bolero,3,30000,Individual,Diesel,Manual,16.5,1493,70,7,750000
3705,Mahindra Bolero,Mahindra,Bolero,5,50000,Individual,Diesel,Manual,16.5,1493,70,7,650000
3706,Mahindra Bolero,Mahindra,Bolero,3,83000,Individual,Diesel,Manual,16.5,1493,70,7,675000
3707,Mahindra Bolero,Mahindra,Bolero,2,20000,Individual,Diesel,Manual,16.5,1493,70,7,750000
3708,Mahindra Bolero,Mahindra,Bolero,2,40000,Individual,Diesel,Manual,16.5,1493,70,7,700000
3709,Mahindra Bolero,Mahindra,Bolero,5,80000,Individual,Diesel,Manual,16.5,1493,70,7,650000
3710,Mahindra Bolero,Mahindra,Bolero,3,45000,Individual,Diesel,Manual,16.5,1493,70,7,620000
3711,Mahindra Bolero,Mahindra,Bolero,3,20000,Individual,Diesel,Manual,16.5,1493,70,7,750000
3714,Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,16.5,1493,70,7,750000
3716,Ford Figo,Ford,Figo,6,34500,Dealer,Petrol,Manual,15.6,1196,70,5,335000
3717,Ford Figo,Ford,Figo,9,46573,Dealer,Petrol,Manual,15.6,1196,70,5,269000
3719,Ford Figo,Ford,Figo,9,35000,Dealer,Petrol,Manual,15.6,1196,70,5,245000
3720,Ford Figo,Ford,Figo,8,34000,Dealer,Petrol,Manual,15.6,1196,70,5,295000
3721,Ford Figo,Ford,Figo,10,44000,Dealer,Petrol,Manual,15.6,1196,70,5,251000
3723,Ford Figo,Ford,Figo,10,570000,Dealer,Petrol,Manual,15.6,1196,70,5,200000
3726,Ford Figo,Ford,Figo,9,55500,Dealer,Petrol,Manual,15.6,1196,70,5,249000
3727,Ford Figo,Ford,Figo,11,45000,Dealer,Petrol,Manual,15.6,1196,70,5,169000
3728,Ford Figo,Ford,Figo,10,49000,Dealer,Petrol,Manual,15.6,1196,70,5,215000
3729,Ford Figo,Ford,Figo,11,114231,Dealer,Petrol,Manual,15.6,1196,70,5,249000
3730,Ford Figo,Ford,Figo,8,43000,Dealer,Petrol,Manual,15.6,1196,70,5,410000
3732,Ford Figo,Ford,Figo,11,161728,Dealer,Petrol,Manual,15.6,1196,70,5,140000
3733,Ford Figo,Ford,Figo,9,37453,Dealer,Petrol,Manual,15.6,1196,70,5,335000
3734,Ford Figo,Ford,Figo,10,45452,Dealer,Petrol,Manual,15.6,1196,70,5,175000
3735,Ford Figo,Ford,Figo,11,87884,Dealer,Petrol,Manual,15.6,1196,70,5,180000
3737,Ford Figo,Ford,Figo,11,104433,Dealer,Petrol,Manual,15.6,1196,70,5,285000
3738,Ford Figo,Ford,Figo,10,38256,Dealer,Petrol,Manual,15.6,1196,70,5,220000
3739,Ford Figo,Ford,Figo,10,39568,Dealer,Petrol,Manual,15.6,1196,70,5,179000
3740,Ford Figo,Ford,Figo,10,46132,Dealer,Petrol,Manual,15.6,1196,70,5,139000
3741,Ford Figo,Ford,Figo,9,23207,Dealer,Petrol,Manual,15.6,1196,70,5,220000
3742,Ford Figo,Ford,Figo,10,50000,Dealer,Petrol,Manual,15.6,1196,70,5,199000
3743,Ford Figo,Ford,Figo,10,50000,Dealer,Petrol,Manual,15.6,1196,70,5,245000
3746,Ford Figo,Ford,Figo,6,68140,Dealer,Petrol,Manual,15.6,1196,70,5,355000
3747,Ford Figo,Ford,Figo,10,43493,Dealer,Petrol,Manual,15.6,1196,70,5,199000
3748,Ford Figo,Ford,Figo,10,57342,Dealer,Petrol,Manual,15.6,1196,70,5,250000
3749,Ford Figo,Ford,Figo,9,48507,Dealer,Petrol,Manual,15.6,1196,70,5,270000
3750,Ford Figo,Ford,Figo,9,48000,Dealer,Petrol,Manual,15.6,1196,70,5,295000
3751,Ford Figo,Ford,Figo,10,40000,Dealer,Petrol,Manual,15.6,1196,70,5,355000
3752,Ford Figo,Ford,Figo,11,35500,Dealer,Petrol,Manual,15.6,1196,70,5,271000
3753,Ford Figo,Ford,Figo,8,46584,Dealer,Petrol,Manual,15.6,1196,70,5,325000
3754,Ford Figo,Ford,Figo,10,69000,Dealer,Petrol,Manual,15.6,1196,70,5,235000
3755,Ford Figo,Ford,Figo,10,40000,Individual,Petrol,Manual,15.6,1196,70,5,130000
3756,Ford Figo,Ford,Figo,9,25000,Individual,Petrol,Manual,15.6,1196,70,5,295000
3757,Ford Figo,Ford,Figo,11,90000,Individual,Petrol,Manual,15.6,1196,70,5,200000
3758,Ford Figo,Ford,Figo,10,18800,Individual,Petrol,Manual,15.6,1196,70,5,225000
3759,Ford Figo,Ford,Figo,11,35000,Individual,Petrol,Manual,15.6,1196,70,5,275000
3760,Ford Figo,Ford,Figo,8,30000,Individual,Petrol,Manual,15.6,1196,70,5,325000
3761,Ford Figo,Ford,Figo,10,36000,Individual,Petrol,Manual,15.6,1196,70,5,185000
3762,Ford Figo,Ford,Figo,11,80000,Individual,Petrol,Manual,15.6,1196,70,5,200000
3763,Ford Figo,Ford,Figo,10,25000,Individual,Petrol,Manual,15.6,1196,70,5,230000
3764,Ford Figo,Ford,Figo,11,80000,Individual,Petrol,Manual,15.6,1196,70,5,150000
3765,Ford Figo,Ford,Figo,11,80000,Individual,Petrol,Manual,15.6,1196,70,5,250000
3766,Ford Figo,Ford,Figo,11,63500,Individual,Petrol,Manual,15.6,1196,70,5,240000
3767,Ford Figo,Ford,Figo,10,35000,Individual,Petrol,Manual,15.6,1196,70,5,175000
3768,Hyundai Grand,Hyundai,Grand,6,75000,Dealer,Diesel,Manual,24,1120,70,5,350000
3771,Hyundai Grand,Hyundai,Grand,8,32000,Dealer,Diesel,Manual,24,1120,70,5,365000
3773,Hyundai Grand,Hyundai,Grand,8,91468,Dealer,Diesel,Manual,24,1120,70,5,280000
3774,Hyundai Grand,Hyundai,Grand,6,62220,Dealer,Diesel,Manual,24,1120,70,5,490000
3775,Hyundai Grand,Hyundai,Grand,7,89000,Dealer,Diesel,Manual,24,1120,70,5,425000
3776,Hyundai Grand,Hyundai,Grand,6,38597,Dealer,Diesel,Manual,24,1120,70,5,491000
3777,Hyundai Grand,Hyundai,Grand,6,20000,Dealer,Diesel,Manual,24,1120,70,5,500000
3779,Hyundai Grand,Hyundai,Grand,7,71000,Dealer,Diesel,Manual,24,1120,70,5,400000
3780,Hyundai Grand,Hyundai,Grand,7,47985,Dealer,Diesel,Manual,24,1120,70,5,521000
3781,Hyundai Grand,Hyundai,Grand,6,85000,Dealer,Diesel,Manual,24,1120,70,5,385000
3782,Hyundai Grand,Hyundai,Grand,6,94870,Dealer,Diesel,Manual,24,1120,70,5,485000
3784,Hyundai Grand,Hyundai,Grand,8,61000,Dealer,Diesel,Manual,24,1120,70,5,425000
3785,Hyundai Grand,Hyundai,Grand,5,91288,Dealer,Diesel,Manual,24,1120,70,5,583000
3786,Hyundai Grand,Hyundai,Grand,6,142996,Dealer,Diesel,Manual,24,1120,70,5,420000
3787,Hyundai Grand,Hyundai,Grand,7,33700,Dealer,Diesel,Manual,24,1120,70,5,450000
3789,Hyundai Grand,Hyundai,Grand,6,78389,Dealer,Diesel,Manual,24,1120,70,5,540000
3790,Hyundai Grand,Hyundai,Grand,5,64300,Dealer,Diesel,Manual,24,1120,70,5,425000
3792,Hyundai Grand,Hyundai,Grand,6,80000,Dealer,Diesel,Manual,24,1120,70,5,520000
3793,Hyundai Grand,Hyundai,Grand,8,58000,Dealer,Diesel,Manual,24,1120,70,5,399000
3794,Hyundai Grand,Hyundai,Grand,7,151315,Dealer,Diesel,Manual,24,1120,70,5,300000
3795,Hyundai Grand,Hyundai,Grand,7,95094,Dealer,Diesel,Manual,24,1120,70,5,395000
3796,Hyundai Grand,Hyundai,Grand,8,65000,Dealer,Diesel,Manual,24,1120,70,5,348000
3798,Hyundai Grand,Hyundai,Grand,6,51597,Dealer,Diesel,Manual,24,1120,70,5,375000
3799,Hyundai Grand,Hyundai,Grand,7,45135,Dealer,Diesel,Manual,24,1120,70,5,360000
3800,Hyundai Grand,Hyundai,Grand,5,38861,Dealer,Diesel,Manual,24,1120,70,5,583000
3801,Hyundai Grand,Hyundai,Grand,6,48728,Dealer,Diesel,Manual,24,1120,70,5,480000
3802,Hyundai Grand,Hyundai,Grand,6,79225,Dealer,Diesel,Manual,24,1120,70,5,469000
3803,Hyundai Grand,Hyundai,Grand,7,103431,Dealer,Diesel,Manual,24,1120,70,5,345000
3804,Hyundai Grand,Hyundai,Grand,7,53000,Dealer,Diesel,Manual,24,1120,70,5,480000
3805,Hyundai Grand,Hyundai,Grand,7,70000,Dealer,Diesel,Manual,24,1120,70,5,440000
3807,Hyundai Grand,Hyundai,Grand,6,63471,Dealer,Diesel,Manual,24,1120,70,5,508000
3808,Hyundai Grand,Hyundai,Grand,7,56000,Dealer,Diesel,Manual,24,1120,70,5,460000
3809,Hyundai Grand,Hyundai,Grand,5,62214,Dealer,Diesel,Manual,24,1120,70,5,525000
3811,Hyundai Grand,Hyundai,Grand,5,71900,Dealer,Diesel,Manual,24,1120,70,5,490000
3813,Hyundai Grand,Hyundai,Grand,7,90598,Dealer,Diesel,Manual,24,1120,70,5,365000
3815,Hyundai Grand,Hyundai,Grand,5,22000,Dealer,Diesel,Manual,24,1120,70,5,625000
3816,Hyundai Grand,Hyundai,Grand,12,59000,Dealer,Diesel,Manual,24,1120,70,5,210000
3817,Hyundai Grand,Hyundai,Grand,6,65000,Dealer,Diesel,Manual,24,1120,70,5,300000
3818,Hyundai Grand,Hyundai,Grand,6,52312,Dealer,Diesel,Manual,24,1120,70,5,415000
3819,Hyundai Grand,Hyundai,Grand,6,77425,Dealer,Diesel,Manual,24,1120,70,5,380000
3820,Hyundai Grand,Hyundai,Grand,8,79115,Dealer,Diesel,Manual,24,1120,70,5,320000
3822,Hyundai Grand,Hyundai,Grand,7,50000,Dealer,Diesel,Manual,24,1120,70,5,350000
3823,Hyundai Grand,Hyundai,Grand,7,56000,Dealer,Diesel,Manual,24,1120,70,5,325000
3824,Hyundai Grand,Hyundai,Grand,7,55000,Dealer,Diesel,Manual,24,1120,70,5,325000
3825,Hyundai Grand,Hyundai,Grand,7,56000,Dealer,Diesel,Manual,24,1120,70,5,325000
3828,Hyundai Grand,Hyundai,Grand,5,54000,Dealer,Diesel,Manual,24,1120,70,5,465000
3829,Hyundai Grand,Hyundai,Grand,5,62580,Dealer,Diesel,Manual,24,1120,70,5,425000
3830,Hyundai Grand,Hyundai,Grand,7,55000,Dealer,Diesel,Manual,24,1120,70,5,338000
3831,Hyundai Grand,Hyundai,Grand,8,78000,Dealer,Diesel,Manual,24,1120,70,5,320000
3833,Hyundai Grand,Hyundai,Grand,4,40000,Dealer,Diesel,Manual,24,1120,70,5,395000
3834,Hyundai Grand,Hyundai,Grand,4,39000,Dealer,Diesel,Manual,24,1120,70,5,395000
3835,Hyundai Grand,Hyundai,Grand,6,49000,Dealer,Diesel,Manual,24,1120,70,5,370000
3836,Hyundai Grand,Hyundai,Grand,5,38000,Dealer,Diesel,Manual,24,1120,70,5,410000
3837,Hyundai Grand,Hyundai,Grand,8,70000,Dealer,Diesel,Manual,24,1120,70,5,290000
3838,Hyundai Grand,Hyundai,Grand,5,68000,Dealer,Diesel,Manual,24,1120,70,5,399000
3839,Hyundai Grand,Hyundai,Grand,5,48000,Dealer,Diesel,Manual,24,1120,70,5,415000
3841,Hyundai Grand,Hyundai,Grand,4,48000,Dealer,Diesel,Manual,24,1120,70,5,395000
3842,Hyundai Grand,Hyundai,Grand,6,46000,Dealer,Diesel,Manual,24,1120,70,5,335000
3843,Hyundai Grand,Hyundai,Grand,7,56494,Dealer,Diesel,Manual,24,1120,70,5,390000
3844,Hyundai Grand,Hyundai,Grand,8,70000,Dealer,Diesel,Manual,24,1120,70,5,290000
3845,Hyundai Grand,Hyundai,Grand,6,52627,Dealer,Diesel,Manual,24,1120,70,5,370000
3848,Hyundai Grand,Hyundai,Grand,6,61062,Dealer,Diesel,Manual,24,1120,70,5,337000
3849,Hyundai Grand,Hyundai,Grand,7,89000,Dealer,Diesel,Manual,24,1120,70,5,425000
3850,Hyundai Grand,Hyundai,Grand,3,18000,Dealer,Diesel,Manual,24,1120,70,5,685000
3851,Hyundai Grand,Hyundai,Grand,5,33500,Dealer,Diesel,Manual,24,1120,70,5,365000
3854,Hyundai Grand,Hyundai,Grand,7,73000,Dealer,Diesel,Manual,24,1120,70,5,335000
3855,Hyundai Grand,Hyundai,Grand,4,45000,Dealer,Diesel,Manual,24,1120,70,5,525000
3858,Hyundai Grand,Hyundai,Grand,7,80000,Individual,Diesel,Manual,24,1120,70,5,300000
3859,Hyundai Grand,Hyundai,Grand,6,70000,Individual,Diesel,Manual,24,1120,70,5,455000
3860,Hyundai Grand,Hyundai,Grand,5,60000,Individual,Diesel,Manual,24,1120,70,5,400000
3861,Hyundai Grand,Hyundai,Grand,5,70000,Individual,Diesel,Manual,24,1120,70,5,450000
3862,Hyundai Grand,Hyundai,Grand,6,80000,Individual,Diesel,Manual,24,1120,70,5,415000
3864,Hyundai Grand,Hyundai,Grand,5,70000,Individual,Diesel,Manual,24,1120,70,5,425000
